Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,,Y,0684,Directly funded,Y,9,12,507,241,47.5%,331,65.3%,492,232,47.2%,319,64.8%,Y
2014-2015,01,61192,0111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,717,324,45.2%,376,52.4%,717,324,45.2%,376,52.4%,Y
2014-2015,01,61192,0113902,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2                             ,Y,0836,Directly funded,Y,9,12,468,253,54.1%,337,72.0%,451,241,53.4%,325,72.1%,Y
2014-2015,01,61192,0119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,,Y,1067,Directly funded,Y,1,8,209,18,8.6%,20,9.6%,209,18,8.6%,20,9.6%,Y
2014-2015,01,61192,0127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1514,Directly funded,Y,K,8,263,117,44.5%,157,59.7%,259,117,45.2%,155,59.8%,Y
2014-2015,01,61192,0127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,,Y,1543,Directly funded,Y,9,12,112,52,46.4%,53,47.3%,112,52,46.4%,53,47.3%,Y
2014-2015,01,61192,0131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,K,12,14,11,78.6%,11,78.6%,12,9,75.0%,9,75.0%,Y
2014-2015,01,61192,0133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,185,131,70.8%,139,75.1%,131,97,74.0%,104,79.4%,Y
2014-2015,01,61192,0133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,644","1,057",64.3%,"1,218",74.1%,"1,600","1,030",64.4%,"1,188",74.3%,Y
2014-2015,01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,935","1,100",56.8%,"1,337",69.1%,"1,886","1,071",56.8%,"1,301",69.0%,Y
2014-2015,01,61192,0138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,324",953,72.0%,"1,078",81.4%,"1,265",910,71.9%,"1,030",81.4%,Y
2014-2015,01,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,455,301,66.2%,353,77.6%,455,301,66.2%,353,77.6%,Y
2014-2015,01,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,794,572,72.0%,643,81.0%,794,572,72.0%,643,81.0%,Y
2014-2015,01,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,783,597,76.2%,665,84.9%,766,583,76.1%,650,84.9%,Y
2014-2015,01,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,635,314,49.4%,352,55.4%,627,311,49.6%,348,55.5%,Y
2014-2015,01,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,506,336,66.4%,383,75.7%,506,336,66.4%,383,75.7%,Y
2014-2015,01,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,600,395,65.8%,451,75.2%,581,385,66.3%,440,75.7%,Y
2014-2015,01,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,548,466,85.0%,494,90.1%,532,458,86.1%,484,91.0%,Y
2014-2015,01,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,608,452,74.3%,501,82.4%,608,452,74.3%,501,82.4%,Y
2014-2015,01,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,692,554,80.1%,618,89.3%,674,544,80.7%,606,89.9%,Y
2014-2015,01,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,493,250,50.7%,297,60.2%,493,250,50.7%,297,60.2%,Y
2014-2015,01,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,579,369,63.7%,429,74.1%,579,369,63.7%,429,74.1%,Y
2014-2015,01,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,614,388,63.2%,429,69.9%,600,379,63.2%,420,70.0%,Y
2014-2015,01,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,603,417,69.2%,470,77.9%,593,410,69.1%,463,78.1%,Y
2014-2015,01,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,744,556,74.7%,618,83.1%,734,549,74.8%,610,83.1%,Y
2014-2015,01,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,651,323,49.6%,382,58.7%,638,316,49.5%,375,58.8%,Y
2014-2015,01,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,553,355,64.2%,389,70.3%,552,354,64.1%,388,70.3%,Y
2014-2015,01,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,636,391,61.5%,437,68.7%,636,391,61.5%,437,68.7%,Y
2014-2015,01,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,547,413,75.5%,475,86.8%,547,413,75.5%,475,86.8%,Y
2014-2015,01,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,596,371,62.2%,438,73.5%,596,371,62.2%,438,73.5%,Y
2014-2015,01,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,529,413,78.1%,470,88.8%,529,413,78.1%,470,88.8%,Y
2014-2015,01,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,620,430,69.4%,486,78.4%,619,430,69.5%,486,78.5%,Y
2014-2015,01,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,829,572,69.0%,662,79.9%,829,572,69.0%,662,79.9%,Y
2014-2015,01,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,559,303,54.2%,356,63.7%,559,303,54.2%,356,63.7%,Y
2014-2015,01,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,769,626,81.4%,664,86.3%,769,626,81.4%,664,86.3%,Y
2014-2015,01,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,145,92,63.4%,107,73.8%,145,92,63.4%,107,73.8%,Y
2014-2015,01,61200,0000001,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,31,3,9.7%,3,9.7%,29,3,10.3%,3,10.3%,Y
2014-2015,01,61200,0107839,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1565,Directly funded,Y,K,8,"1,113",34,3.1%,34,3.1%,"1,097",33,3.0%,33,3.0%,Y
2014-2015,01,61200,0130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,1,12,93,13,14.0%,16,17.2%,84,9,10.7%,12,14.3%,Y
2014-2015,01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,7,12,143,75,52.4%,83,58.0%,99,50,50.5%,57,57.6%,Y
2014-2015,01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,017",291,14.4%,354,17.6%,"1,950",274,14.1%,335,17.2%,Y
2014-2015,01,61200,0134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,771",348,19.6%,430,24.3%,"1,724",334,19.4%,416,24.1%,Y
2014-2015,01,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,872,523,60.0%,570,65.4%,872,523,60.0%,570,65.4%,Y
2014-2015,01,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,624,173,27.7%,206,33.0%,624,173,27.7%,206,33.0%,Y
2014-2015,01,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,727,73,10.0%,82,11.3%,727,73,10.0%,82,11.3%,Y
2014-2015,01,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,532,203,38.2%,248,46.6%,517,199,38.5%,243,47.0%,Y
2014-2015,01,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,581,181,31.2%,203,34.9%,557,178,32.0%,200,35.9%,Y
2014-2015,01,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,421,328,77.9%,351,83.4%,409,318,77.8%,341,83.4%,Y
2014-2015,01,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,958,86,9.0%,107,11.2%,958,86,9.0%,107,11.2%,Y
2014-2015,01,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,651,133,20.4%,153,23.5%,631,132,20.9%,150,23.8%,Y
2014-2015,01,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,661,104,15.7%,139,21.0%,661,104,15.7%,139,21.0%,Y
2014-2015,01,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,553,102,18.4%,131,23.7%,536,99,18.5%,128,23.9%,Y
2014-2015,01,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,792,39,4.9%,45,5.7%,792,39,4.9%,45,5.7%,Y
2014-2015,01,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,594,129,21.7%,158,26.6%,581,123,21.2%,152,26.2%,Y
2014-2015,01,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,519,64,12.3%,87,16.8%,507,62,12.2%,85,16.8%,Y
2014-2015,01,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,22,2,9.1%,2,9.1%,22,2,9.1%,2,9.1%,Y
2014-2015,01,61234,0000001,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7,0,0.0%,0,0.0%,6,0,0.0%,0,0.0%,Y
2014-2015,01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,850",703,38.0%,838,45.3%,"1,797",680,37.8%,809,45.0%,Y
2014-2015,01,61234,0130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,33,14,42.4%,15,45.5%,30,13,43.3%,14,46.7%,Y
2014-2015,01,61234,0135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,90,59,65.6%,64,71.1%,70,47,67.1%,51,72.9%,Y
2014-2015,01,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,468,311,66.5%,355,75.9%,468,311,66.5%,355,75.9%,Y
2014-2015,01,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,319,178,55.8%,202,63.3%,304,176,57.9%,199,65.5%,Y
2014-2015,01,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,406,198,48.8%,218,53.7%,406,198,48.8%,218,53.7%,Y
2014-2015,01,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,423,253,59.8%,288,68.1%,423,253,59.8%,288,68.1%,Y
2014-2015,01,61234,6001499,Alameda,Newark Unified,James L. Bunker Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,543,140,25.8%,167,30.8%,543,140,25.8%,167,30.8%,Y
2014-2015,01,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,369,84,22.8%,92,24.9%,369,84,22.8%,92,24.9%,Y
2014-2015,01,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,418,168,40.2%,211,50.5%,388,157,40.5%,198,51.0%,Y
2014-2015,01,61234,6001531,Alameda,Newark Unified,Louis Milani Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,364,206,56.6%,246,67.6%,364,206,56.6%,246,67.6%,Y
2014-2015,01,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,906,411,45.4%,485,53.5%,906,411,45.4%,485,53.5%,Y
2014-2015,01,61242,0000001,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,17,2,11.8%,2,11.8%,15,2,13.3%,2,13.3%,Y
2014-2015,01,61242,0110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,150,61,40.7%,62,41.3%,80,31,38.8%,32,40.0%,Y
2014-2015,01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,8,7,87.5%,7,87.5%,7,6,85.7%,6,85.7%,Y
2014-2015,01,61242,0126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,131,48,36.6%,52,39.7%,112,41,36.6%,45,40.2%,Y
2014-2015,01,61242,0134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"3,912","1,246",31.9%,"1,556",39.8%,"3,800","1,204",31.7%,"1,511",39.8%,Y
2014-2015,01,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,901,373,41.4%,475,52.7%,886,367,41.4%,466,52.6%,Y
2014-2015,01,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,624,360,57.7%,423,67.8%,603,347,57.5%,405,67.2%,Y
2014-2015,01,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,716,390,54.5%,429,59.9%,701,380,54.2%,419,59.8%,Y
2014-2015,01,61242,6068266,Alameda,New Haven Unified,Alvarado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,437",386,26.9%,492,34.2%,"1,437",386,26.9%,492,34.2%,Y
2014-2015,01,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,283",564,44.0%,651,50.7%,"1,283",564,44.0%,651,50.7%,Y
2014-2015,01,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,839,233,27.8%,293,34.9%,825,230,27.9%,290,35.2%,Y
2014-2015,01,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,914,322,35.2%,384,42.0%,901,319,35.4%,381,42.3%,Y
2014-2015,01,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,653,329,50.4%,360,55.1%,634,322,50.8%,352,55.5%,Y
2014-2015,01,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,874,129,14.8%,176,20.1%,856,125,14.6%,171,20.0%,Y
2014-2015,01,61259,0000001,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,137,34,24.8%,34,24.8%,129,31,24.0%,31,24.0%,Y
2014-2015,01,61259,0100065,Alameda,Oakland Unified,Oakland Unity High,Unified School District,High Schools (Public),Traditional,,Y,0510,Directly funded,Y,9,12,311,204,65.6%,244,78.5%,289,187,64.7%,226,78.2%,Y
2014-2015,01,61259,0100123,Alameda,Oakland Unified,East Oakland Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0499,Directly funded,Y,K,8,150,131,87.3%,149,99.3%,145,127,87.6%,145,100.0%,Y
2014-2015,01,61259,0100701,Alameda,Oakland Unified,MetWest High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,161,110,68.3%,128,79.5%,150,101,67.3%,118,78.7%,Y
2014-2015,01,61259,0100792,Alameda,Oakland Unified,Think College Now,Unified School District,Elementary Schools (Public),Traditional,CEP                                               ,N,,,N,K,5,301,238,79.1%,254,84.4%,301,238,79.1%,254,84.4%,Y
2014-2015,01,61259,0102988,Alameda,Oakland Unified,EnCompass Academy Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,316,254,80.4%,259,82.0%,301,245,81.4%,249,82.7%,Y
2014-2015,01,61259,0106542,Alameda,Oakland Unified,Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2                                       ,N,,,N,9,12,20,13,65.0%,16,80.0%,16,10,62.5%,13,81.3%,Y
2014-2015,01,61259,0106559,Alameda,Oakland Unified,Oakland Community Day Middle,Unified School District,District Community Day Schools,Community Day School,,N,,,N,6,8,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,Y
2014-2015,01,61259,0106906,Alameda,Oakland Unified,Bay Area Technology,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,Y,0661,Directly funded,Y,6,12,262,229,87.4%,229,87.4%,254,222,87.4%,222,87.4%,Y
2014-2015,01,61259,0108944,Alameda,Oakland Unified,Lighthouse Community Charter High,Unified School District,High Schools (Public),Traditional,,Y,0700,Directly funded,Y,9,12,262,194,74.0%,220,84.0%,241,175,72.6%,199,82.6%,Y
2014-2015,01,61259,0109819,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0726,Directly funded,Y,K,8,566,388,68.6%,462,81.6%,559,381,68.2%,455,81.4%,Y
